ev:        4989  track:           0 phi: 1868, theta:  28
ev:        4999  track:           0 phi: 4070, theta:   5
ev:        5009  track:           0 phi: 2948, theta:  24
ev:        5019  track:           0 phi: 1572, theta:   5
ev:        5029  track:           0 phi: 2988, theta:  82
ev:        5039  track:           0 phi: 2852, theta:   5
ev:        5049  track:           0 phi: 4766, theta:  34
ev:        5059  track:           0 phi: 3838, theta:  34
ev:        5069  track:           0 phi: 2696, theta: 100
ev:        5079  track:           0 phi:  868, theta:  33
ev:        5089  track:           0 phi: 1884, theta:  27
ev:        5099  track:           0 phi: 3036, theta:  95
ev:        5109  track:           0 phi: 2504, theta:  71
ev:        5119  track:           0 phi: 2788, theta:  15
ev:        5139  track:           0 phi: 1492, theta:  37
ev:        5149  track:           0 phi: 4252, theta:  12
ev:        5159  track:           0 phi: 1460, theta:   9
ev:        5169  track:           0 phi: 2644, theta:  28
ev:        5179  track:           0 phi: 4400, theta:  69
ev:        5189  track:           0 phi: 3092, theta:  16
ev:        5199  track:           0 phi: 1250, theta:  37
ev:        5219  track:           0 phi: 1584, theta:  55
ev:        5229  track:           0 phi: 3117, theta:  56
ev:        5239  track:           0 phi: 1100, theta:  15
ev:        5249  track:           0 phi: 1308, theta:  69
ev:        5259  track:           0 phi: 1748, theta:  21
ev:        5269  track:           0 phi:  836, theta:  19
ev:        5279  track:           0 phi: 4472, theta:  93
ev:        5289  track:           0 phi: 3048, theta:  96
ev:        5299  track:           0 phi: 2554, theta:  17
ev:        5309  track:           0 phi: 2664, theta:  84
ev:        5319  track:           0 phi: 2419, theta:  75
ev:        5329  track:           0 phi: 4668, theta:  15
ev:        5339  track:           0 phi: 4425, theta:  52
ev:        5349  track:           0 phi: 3514, theta:  33
ev:        5359  track:           0 phi: 1812, theta:  51
ev:        5369  track:           0 phi: 4004, theta:  12
ev:        5379  track:           0 phi: 2093, theta:  74
ev:        5389  track:           0 phi:  668, theta:  16
ev:        5409  track:           0 phi:  580, theta:   6
ev:        5419  track:           0 phi: 4804, theta:  10
ev:        5429  track:           0 phi: 1259, theta:  68
ev:        5439  track:           0 phi:  492, theta:  11
ev:        5449  track:           0 phi: 3940, theta:  59
ev:        5459  track:           0 phi: 2588, theta:   6
ev:        5469  track:           0 phi: 2864, theta:  78
ev:        5479  track:           0 phi: 4308, theta:  45
ev:        5489  track:           0 phi: 1084, theta:  12
ev:        5499  track:           0 phi: 2316, theta:  27
ev:        5509  track:           0 phi: 2850, theta:  18
ev:        5519  track:           0 phi:  910, theta:  26
ev:        5529  track:           0 phi: 4364, theta:  16
ev:        5539  track:           0 phi:  252, theta:  28
ev:        5549  track:           0 phi:  292, theta:  11
ev:        5559  track:           0 phi: 4140, theta:  26
ev:        5569  track:           0 phi:  844, theta:  19
ev:        5579  track:           0 phi: 4488, theta:  94
ev:        5589  track:           0 phi: 4964, theta:   8
ev:        5599  track:           0 phi: 1012, theta:  19
ev:        5609  track:           0 phi: 2162, theta:  41
ev:        5619  track:           0 phi: 1604, theta:  20
ev:        5629  track:           0 phi: 4780, theta:  58
ev:        5639  track:           0 phi: 4828, theta:  12
ev:        5649  track:           0 phi: 1240, theta:  57
ev:        5659  track:           0 phi: 4356, theta:  17
ev:        5669  track:           0 phi: 2708, theta:  41
ev:        5679  track:           0 phi: 2724, theta:  15
ev:        5689  track:           0 phi: 4860, theta:  24
ev:        5699  track:           0 phi: 3964, theta:  36
ev:        5709  track:           0 phi: 2332, theta:  16
ev:        5719  track:           0 phi:  956, theta:  31
ev:        5729  track:           0 phi:  668, theta:   8
ev:        5739  track:           0 phi: 3462, theta:  21
ev:        5749  track:           0 phi: 3668, theta:  36
ev:        5759  track:           0 phi: 2692, theta:  78
ev:        5769  track:           0 phi: 2364, theta:  62
ev:        5779  track:           0 phi: 1164, theta:  10
ev:        5789  track:           0 phi: 3694, theta:  10
ev:        5799  track:           0 phi: 2100, theta:  26
ev:        5809  track:           0 phi: 3460, theta:  46
ev:        5819  track:           0 phi: 3244, theta:  10
ev:        5839  track:           0 phi: 4132, theta:  83
ev:        5849  track:           0 phi: 2510, theta:  43
ev:        5859  track:           0 phi:  290, theta:  24
ev:        5869  track:           0 phi: 2863, theta:  70
